"","X","Year","Title","Artist","Genre","rank","index","Rec_Start_Minute","rating","time","condition","startTimeSeconds","musicValence","musicArousal","event","memoryValence","memoryVivid","participantID","session","familiarityRating","personalRating","musicChildListen","musicChildRadio","musicChildLike","musicChildMood","musicChildImportant","musicAdolListen","musicAdolRadio","musicAdolLike","musicAdolMood","musicAdolImportant","musicAdultListen","musicAdultRadio","musicAdultLike","musicAdultMood","musicAdultImportant","musicCurrentListen","musicCurrentImportant","musicTraining","childListening","adolListening","adultListening","postListening","Skipped","Cover_T_F","X.1"
"87",1,1970,"American Woman","The Guess Who","Rock",3,"2138","0:20","5","adol","F",20,6,"Relaxed","A moment when a parent comforted you when you were a teenager",3,5,"pilot008",3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,2,NA,NA,NA
"88",2,1968,"Hey Jude","The Beatles","Rock",1,"1935","0:00","5","adol","F",0,7,"Relaxed","A slumber party in junior/high school",7,6,"pilot008",3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,4,NA,NA,NA
"89",3,1970,"Bridge over Troubled Water","Simon & Garfunkel","Folk",1,"2136","2:20","5","adol","F",140,7,"Relaxed","A moment with your high school girlfriend/boyfriend",7,6,"pilot008",3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,4,NA,NA,NA
"90",4,1969,"I Can't Get Next to You","The Temptations","R&B/Soul",3,"2037","0:42","5","adol","F",42,7,"Energized","A moment you acted on a first crush as a teen",3,5,"pilot008",3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,4,NA,NA,NA
"91",0,1954,"Oh, Mein Papa","Eddie Fisher","Pop",2,"627","0:09","5","adol","F",9,4,"Relaxed","Trying cigarettes or drugs in high school",4,3,"pilot010",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2,1,NA,NA,NA
"92",1,1953,"Don't Let The Stars Get In Your Eyes","Perry Como","Pop",2,"584","0:11","5","adol","F",11,5,"Relaxed","A summer job in high school",2,4,"pilot010",1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,1,NA,NA,NA
"93",2,1952,"Sin","Four Aces","Pop",2,"536","1:07","5","adol","F",67,4,"Bored","A Bar/Bat Mitzvah",5,5,"pilot010",1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,1,NA,NA,NA
"94",3,1956,"Don't Be Cruel  ","Elvis Presley","Rock",1,"715","0:15","5","adol","F",15,6,"Energized","Performance of a junior/high school play",5,5,"pilot010",1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,2,NA,NA,NA
"95",4,1954,"Ricochet","Teresa Brewer","Pop",1,"626","0:28","5","adol","F",28,4,"Bored","A moment with your high school girlfriend/boyfriend",6,6,"pilot010",1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,NA,NA,NA
"96",0,1946,"Doctor, Lawyer, Indian Chief","Betty Hutton","Pop",4,"207","0:05","5","child","F",5,4,"Bored","Your first birthday celebration you can remember",7,6,"pilot010",1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,1,NA,NA,NA
"97",1,1944,"I Love You","Bing Crosby","Pop",3,"138","0:00","5","child","F",0,4,"Bored","A moment when a parent read to you in childhood",7,7,"pilot010",1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,NA,NA,NA
"98",2,1945,"Rum and Coca-Cola","The Andrews Sisters","Pop",1,"167","0:00","5","child","F",0,4,"Relaxed","A car ride as a child",7,7,"pilot010",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA
"99",3,1943,"I Had The Craziest Dream","Harry James","Jazz",2,"92","0:00","5","child","F",0,4,"Relaxed","Losing a tooth/a visit from the tooth fairy",4,5,"pilot010",1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,NA,NA,NA
"100",4,1945,"On the Atchison, Topeka and the Santa Fe","Johnny Mercer","Jazz",4,"170","0:00","5","child","F",0,4,"Relaxed","An time when you watched a movie/tv show with family as a child",6,6,"pilot010",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA
"101",0,1959,"Mack the Knife","Bobby Darin","Pop",2,"1035","0:50","5","adult","F",50,4,"Relaxed","Your college graduation",6,6,"pilot010",1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,5,NA,NA,NA
"102",1,1958,"Don't / I Beg of You","Elvis Presley","Rock",7,"940","0:40","5","adult","F",40,6,"Relaxed","Your first day at a job after college/high school",7,6,"pilot010",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA
"103",2,1959,"Lonely Boy","Paul Anka","Pop",5,"1038","0:35","5","adult","F",35,2,"Tense","Your first formal job interview",6,6,"pilot010",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA
"104",3,1960,"It's Now or Never","Elvis Presley","Rock",7,"1140","0:12","5","adult","F",12,7,"Energized","Moving into your first home after your parents house or dorm",6,6,"pilot010",1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2,1,NA,NA,NA
"105",4,1961,"Pony Time","Chubby Checker","Rock",7,"1240","0:22","5","adult","F",22,5,"Energized","Your wedding",6,6,"pilot010",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA
"106",0,1956,"Cindy, Oh Cindy","Vince Martin w/ the Tarriers","Pop",50,"764","0:14","0","adol","U",14,4,"Bored","A halloween during high school",6,4,"pilot010",2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,NA,NA,NA
"107",1,1956,"Garden of Eden","Joe Valino","Pop",67,"781","0:05","0","adol","U",5,3,"Bored","A time when you drank with friends in junior/high school",2,4,"pilot010",2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA
"108",2,1952,"Five Long Years","Eddie Boyd","R&B/Soul",46,"580","1:01","0","adol","U",61,5,"Relaxed","Going to a concert in high school",6,5,"pilot010",2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA
"109",3,1956,"Stranded in the Jungle","The Cadets","Jazz",99,"813","0:10","0","adol","U",10,3,"Tense","Breaking the rules of your parents as a teen",5,5,"pilot010",2,1,1,1,1,7,7,7,7,7,7,7,7,1,6,1,4,5,1,7,5,1,1,1,1,NA,NA,NA
"110",4,1956,"The Happy Whistler","Don Robertson","Pop",62,"776","0:09","0","adol","U",9,3,"Tense","Visit to vacation home during junior/ high school",6,6,"pilot010",2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,NA,NA,NA
"111",0,1945,"I Wonder","Pvt. Cecil Gant","Jazz",20,"186","0:00","0","child","U",0,4,"Energized","Birth or adoption of your younger sibling",6,6,"pilot010",2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA
"112",1,1945,"Shame on You","Spade Cooley","Country",10,"176","0:00","0","child","U",0,2,"Bored","Recieving a holiday present in childhood",6,6,"pilot010",2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA
"113",2,1947,"Cement Mixer","Slim Gaillard","Jazz",41,"244","0:37","0","child","U",37,4,"Tense","A memorable playdate with a childhood friend",6,6,"pilot010",2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA
"114",3,1945,"Sioux City Sue","Dick Thomas","Pop",16,"182","0:00","0","child","U",0,2,"Tense","Eating a favorite meal your parents prepared for you as a child",2,5,"pilot010",2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA
"115",0,1959,"Three Stars","Tommy Dee & Carol Kay","Pop",81,"1114","0:07","0","adult","U",7,2,"Tense","A sporting event or concert in your 20's",6,5,"pilot010",2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA
"116",1,1960,"Let's Think About Livin","Bob Luman","Country",92,"1225","0:22","0","adult","U",22,2,"Tense","A time cooking in your 20's",2,5,"pilot010",2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA
"117",2,1958,"Jennie Lee","Jan and Arnie","Pop",90,"1023","0:00","0","adult","U",0,2,"Tense","Proposing to/being proposed to by your partner",6,6,"pilot010",2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA
"118",3,1959,"Sea Cruise","Frankie Ford","R&B/Soul",89,"1122","0:22","0","adult","U",22,3,"Tense","A moment on a honeymoon",5,4,"pilot010",2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA
"119",0,NA,"None","None","None",NA,"None","None","None","adol","C",NA,4,"Relaxed","Going to a movie in junior/high school",6,5,"pilot010",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",1,NA,"None","None","None",NA,"None","None","None","adol","C",NA,7,"Energized","Performance with junior/high school band or choir",6,5,"pilot010",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",2,NA,"None","None","None",NA,"None","None","None","adol","C",NA,6,"Relaxed","A moment with your high school best friend",7,5,"pilot010",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",3,NA,"None","None","None",NA,"None","None","None","adol","C",NA,6,"Relaxed","Going to a wedding as a teenager",6,5,"pilot010",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",4,NA,"None","None","None",NA,"None","None","None","adol","C",NA,7,"Relaxed","A trip during high school with friends",7,5,"pilot010",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",0,NA,"None","None","None",NA,"None","None","None","child","C",NA,4,"Relaxed","A time when you played make-believe",6,5,"pilot010",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",1,NA,"None","None","None",NA,"None","None","None","child","C",NA,5,"Relaxed","A time with a babysitter you had during childhood",4,4,"pilot010",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",2,NA,"None","None","None",NA,"None","None","None","child","C",NA,4,"Relaxed","Playing an outdoor game during childhood",6,6,"pilot010",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",3,NA,"None","None","None",NA,"None","None","None","child","C",NA,6,"Relaxed","An event on the playground",6,5,"pilot010",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",4,NA,"None","None","None",NA,"None","None","None","child","C",NA,5,"Relaxed","A trip to the zoo as a child",6,5,"pilot010",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",0,NA,"None","None","None",NA,"None","None","None","adult","C",NA,4,"Relaxed","The first time you purchased a car",7,6,"pilot010",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",1,NA,"None","None","None",NA,"None","None","None","adult","C",NA,7,"Energized","A vacation in your 20s",5,6,"pilot010",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",2,NA,"None","None","None",NA,"None","None","None","adult","C",NA,4,"Relaxed","A favorite memory from college",6,5,"pilot010",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",3,NA,"None","None","None",NA,"None","None","None","adult","C",NA,4,"Relaxed","The birth or adoption of your first child",6,6,"pilot010",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",4,NA,"None","None","None",NA,"None","None","None","adult","C",NA,NA,"","",NA,NA,"pilot010",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",0,1971,"The Wedding Song (There Is Love)","Paul Stookey","Folk",96,"2442","0:20","0","adult","U",20,6,"Relaxed","Moving into your first home after your parents house or dorm",6,7,"pilot011",1,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,3,NA,"TRUE",NA
"135",1,1973,"Daisy a Day","Jud Strunk","Country",89,"2639","0:37","0","adult","U",37,4,"Relaxed","An academic success in college",7,7,"pilot011",1,1,1,1,1,1,1,1,5,3,5,5,4,2,2,4,4,3,1,3,3,1,1,1,1,NA,"FALSE",NA
"136",2,1972,"Baby Let Me Take You (In My Arms)","The Detroit Emeralds","R&B/Soul",95,"2545","0:05","0","adult","U",5,5,"Bored","Opening up your first bank account",4,3,"pilot011",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,"FALSE",NA
"137",3,1975,"I'm on Fire","Dwight Twilley Band","Rock",95,"2845","0:35","0","adult","U",35,5,"Bored","A sporting event or concert in your 20's",3,5,"pilot011",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,"FALSE",NA
"138",4,1975,"Third Rate Romance","Amazing Rhythm Aces","Country",97,"2847","0:50","0","adult","U",50,4,"Relaxed","First time voting",4,2,"pilot011",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,"TRUE",NA
"139",0,1956,"When the White Lilacs Bloom Again","Helmut Zacharias","Jazz",108,"933","0:45","0","child","U",45,6,"Energized","A car ride as a child",1,2,"pilot011",1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,1,"FALSE",NA
"140",1,1957,"Love Me To Pieces","Jill Corey","Pop",105,"1040","0:03","0","child","U",3,7,"Energized","Playing a game with a sibling in childhood",7,5,"pilot011",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,"TRUE",NA
"141",2,1959,"Bongo Rock","Preston Epps","Pop",98,"1242","0:07","0","child","U",7,4,"Bored","Getting a childhood pet",5,5,"pilot011",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,"FALSE",NA
"142",3,1956,"Nuttin' For Christmas","Barry Gordon","Pop",106,"931","0:06","0","child","U",6,4,"Bored","A time when you played make-believe",7,7,"pilot011",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,"TRUE",NA
"143",4,1958,"For Your Love","Ed Townsend","R&B/Soul",97,"1141","0:30","0","child","U",30,5,"Relaxed","A time with a babysitter you had during childhood",1,1,"pilot011",1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,1,1,"TRUE",NA
"144",0,1968,"Here Comes the Judge","Shorty Long","R&B/Soul",92,"2137","0:13","0","adol","U",13,3,"Tense","A moment you acted on a first crush as a teen",6,6,"pilot011",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,"FALSE",NA
"145",1,1969,"Oh Happy Day","Edwin Hawkins Singers","Pop",93,"2238","1:20","0","adol","U",80,7,"Energized","A specific chore you did for parents",3,6,"pilot011",1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,1,NA,"TRUE",NA
"146",2,1965,"I Want Candy","The Strangeloves","Rock",92,"1836","0:37","0","adol","U",37,4,"Bored","First time you taught someone younger than you how to do something",6,5,"pilot011",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,1,NA,"FALSE",NA
"147",3,1965,"The Race Is On","Jack Jones","Pop",96,"1840","0:22","0","adol","U",22,6,"Energized","Going to a concert in high school",7,7,"pilot011",1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,1,NA,"TRUE",NA
"148",4,1965,"Laugh at Me","Sonny","Rock",94,"1838","1:10","0","adol","U",70,3,"Bored","A moment with your high school best friend",7,6,"pilot011",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,NA,"TRUE",NA
"149",0,1973,"You Are the Sunshine of My Life","Stevie Wonder","R&B/Soul",19,"2569","0:15","5","adult","F",15,7,"Relaxed","A memory of your favorite college professor",6,6,"pilot011",2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,5,NA,"False",NA
"150",1,1971,"Just My Imagination (Running Away with Me)","The Temptations","R&B/Soul",11,"2357","0:22","5","adult","F",22,6,"Relaxed","Your first day at a job after college/high school",6,3,"pilot011",2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,1,NA,"False",NA
"151",2,1974,"Band on the Run","Paul McCartney and Wings","Rock",22,"2672","2:36","5","adult","F",156,5,"Energized","An important conversation with a family member in your 20's",5,6,"pilot011",2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,1,NA,"False",NA
"152",3,1974,"Until You Come Back to Me (That's What I'm Gonna Do)","Aretha Franklin","R&B/Soul",11,"2661","0:31","5","adult","F",31,5,"Relaxed","A time cooking in your 20's",4,5,"pilot011",2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,NA,"False",NA
"153",4,1975,"Philadelphia Freedom","Elton John","Pop",3,"2753","0:45","5","adult","F",45,5,"Energized","Your first formal job interview",5,5,"pilot011",2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,1,NA,"False",NA
"154",0,1956,"Allegheny Moon","Patti Page","Country",30,"855","0:03","4","child","F",3,4,"Bored","Eating a favorite meal your parents prepared for you as a child",3,5,"pilot011",2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,NA,"False",NA
"155",1,1960,"Cathy's Clown","The Everly Brothers","Pop",3,"1247","0:56","5","child","F",56,4,"Bored","Playing an outdoor game during childhood",7,6,"pilot011",2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,3,1,NA,"False",NA
"156",2,1958,"All I Have to Do is Dream","The Everly Brothers","Rock",3,"1047","0:12","5","child","F",12,4,"Bored","Your first birthday celebration you can remember",6,6,"pilot011",2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,2,NA,"False",NA
"157",3,1956,"Don't Be Cruel  ","Elvis Presley","Rock",1,"826","0:15","5","child","F",15,6,"Energized","A trip to an amusement park as a child",7,6,"pilot011",2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,1,NA,"False",NA
"158",4,1957,"Love Letters in the Sand","Pat Boone","Pop",1,"936","0:21","4","child","F",21,5,"Bored","Recieving a holiday present in childhood",6,6,"pilot011",2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,"False",NA
"159",0,1968,"Hey Jude","The Beatles","Rock",1,"2046","0:00","5","adol","F",0,7,"Relaxed","A moment with your high school girlfriend/boyfriend",7,6,"pilot011",2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,4,NA,"False",NA
"160",1,1966,"You Can't Hurry Love","The Supremes","R&B/Soul",13,"1858","0:07","5","adol","F",7,7,"Energized","Going to a museum as a teen",7,6,"pilot011",2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,1,NA,"False",NA
"161",2,1965,"Help Me, Rhonda","The Beach Boys","Rock",11,"1755","0:22","5","adol","F",22,7,"Energized","Going to prom or homecoming dance",7,6,"pilot011",2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,1,NA,"False",NA
"162",3,1967,"Respect","Aretha Franklin","R&B/Soul",13,"1958","1:29","5","adol","F",89,6,"Energized","Breaking the rules of your parents as a teen",2,6,"pilot011",2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,1,NA,"False",NA
"163",4,1965,"(I Can't Get No) Satisfaction","The Rolling Stones","Rock",3,"1747","0:34","5","adol","F",34,NA,"","",NA,NA,"pilot011",2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,5,NA,"False",NA
"164",0,NA,"None","None","None",NA,"None","None","None","adult","C",NA,4,"Bored","A time when you did community service in your 20's",4,4,"pilot011",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA
"165",1,NA,"None","None","None",NA,"None","None","None","adult","C",NA,3,"Bored","A vacation in your 20s",4,4,"pilot011",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA
"166",2,NA,"None","None","None",NA,"None","None","None","adult","C",NA,4,"Bored","A favorite memory from college",5,5,"pilot011",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA
"167",3,NA,"None","None","None",NA,"None","None","None","adult","C",NA,5,"Bored","Your college graduation",7,6,"pilot011",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA
"168",4,NA,"None","None","None",NA,"None","None","None","adult","C",NA,4,"Bored","A night at a bar or party in college",5,5,"pilot011",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA
"169",0,NA,"None","None","None",NA,"None","None","None","child","C",NA,4,"Bored","An time when you watched a movie/tv show with family as a child",6,6,"pilot011",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA
"170",1,NA,"None","None","None",NA,"None","None","None","child","C",NA,5,"Tense","First time you or a friend swore in front of an adult",4,4,"pilot011",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA
"171",2,NA,"None","None","None",NA,"None","None","None","child","C",NA,4,"Bored","A moment when you played dolls/toys with a friend",6,6,"pilot011",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA
"172",3,NA,"None","None","None",NA,"None","None","None","child","C",NA,3,"Tense","Your first religious ceremony (like a holy communion)",6,6,"pilot011",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA
"173",4,NA,"None","None","None",NA,"None","None","None","child","C",NA,3,"Bored","A memorable playdate with a childhood friend",6,6,"pilot011",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA
"174",0,NA,"None","None","None",NA,"None","None","None","adol","C",NA,4,"Bored","A trip during high school with friends",6,6,"pilot011",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA
